LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT3,BILL_AMT5,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,dpnm
230000,1,1,2,30,0,-1,0,0,0,0,33400,36163,30821,36348,3010,20000,1200,2000,1000,0
130000,1,2,1,31,0,0,0,0,0,0,132242,120889,121312,5000,5000,5000,5000,5000,5000,0
500000,1,2,2,32,0,0,0,0,0,-1,331751,162969,76989,10558,7410,3068,94,106476,152,0
580000,1,1,2,32,-1,0,0,0,0,0,49193,38111,26800,11686,8348,6593,7197,10097,133081,0
180000,1,2,2,30,0,0,0,0,0,0,42198,47493,50096,2000,5000,2000,2500,2100,1623,0
460000,1,1,2,31,0,0,2,0,0,0,4533,8317,12744,5002,1,5002,1001,3,733,0
70000,1,2,1,30,1,2,0,0,0,0,72576,68184,50596,0,3047,2849,1800,2000,1944,1
310000,1,1,2,32,0,0,0,0,0,0,217464,222465,147857,8500,9100,5200,7300,7000,3939,0
50000,1,1,2,30,1,2,0,0,2,0,49233,50029,48809,0,3000,5000,0,1815,2000,1
200000,1,2,2,32,2,2,2,2,2,2,88808,92504,93629,0,7421,0,5000,5000,5000,1
300000,1,1,2,31,-1,-1,-2,-2,-2,-2,4370,0,0,0,0,0,0,0,0,0
110000,1,1,2,31,-1,-1,-1,-1,0,0,7300,11801,11312,593,11801,11312,0,0,0,0
50000,1,1,2,27,1,-1,2,-1,-1,-1,-45,163,-129,1000,0,500,0,1000,500,1
360000,1,3,1,31,-2,-2,-1,-1,0,0,0,827,138722,392,827,137101,5000,5119,5376,0
220000,1,2,2,31,0,0,0,0,-2,-2,38386,38597,0,3000,1000,0,0,0,0,0
190000,1,1,2,31,0,0,0,2,2,0,104503,114791,96980,4000,9844,3283,24,3297,3325,0
20000,1,3,2,23,2,0,0,0,0,-2,18337,19645,0,1602,1710,1000,0,0,0,1
80000,1,1,2,31,-1,-1,-1,-1,-1,-1,6887,1125,0,171,1125,1613,0,4811,0,0
50000,1,1,2,29,0,0,0,0,0,0,51234,50936,50990,2300,2100,2000,2000,2100,3000,0
50000,1,2,2,30,1,1,-1,2,2,0,13745,46881,46783,125,52000,2000,0,2000,3700,0
360000,1,2,2,31,0,0,0,0,0,0,34831,19013,20759,5059,1383,2000,3030,2009,2018,0
90000,1,1,2,30,0,0,0,0,0,0,40768,42913,45348,2000,2100,2500,2000,4000,0,0
200000,1,3,2,30,-2,-2,-2,-2,-2,-2,0,1100,1402,680,1100,1500,1402,0,0,0
410000,1,2,2,30,-2,-2,-2,-2,-2,-2,7011,7259,5130,9222,8036,8542,5155,5089,18270,0
330000,1,1,2,31,0,0,0,-1,-1,0,165042,137664,40635,9000,7558,5000,42054,3000,2000,0
100000,1,1,2,30,0,0,0,0,-2,-2,96846,21255,0,5055,1049,0,0,0,0,0
200000,1,2,1,31,-1,-1,-1,-1,-1,-2,6961,4581,0,3853,4581,612,0,0,0,0
110000,1,2,1,30,0,0,0,-2,-1,0,47755,-41,67942,1525,0,41,109332,2400,2000,0
90000,1,1,2,31,1,2,2,0,0,0,33868,33776,35504,1600,0,1563,1300,1300,1438,1
320000,1,2,2,30,0,0,0,-1,0,0,26310,29368,129187,2728,2240,160578,4600,5000,4500,0
70000,1,1,2,30,-1,2,-1,2,-1,-1,832,832,416,0,832,0,416,1132,0,0
220000,1,2,2,30,0,0,0,0,0,0,91210,76832,55495,4000,3000,2271,2009,1469,2000,0
180000,1,1,2,32,2,2,0,0,0,0,220901,201883,192243,0,7820,7000,7000,5000,6000,1
180000,1,1,2,31,0,0,0,0,0,0,12805,13589,3169,2000,2000,2000,1000,2000,1000,0
240000,1,2,2,31,0,0,0,0,0,0,231467,234261,42209,8500,9358,5104,864,527,0,1
140000,1,2,2,30,0,0,0,0,0,0,70568,59571,62797,2100,2200,2200,3000,2500,2800,1
280000,1,2,2,30,2,2,2,2,2,2,106907,113877,116930,6900,6600,4700,5100,0,4200,0
30000,1,1,1,31,1,2,2,2,2,2,14107,14252,15647,1200,0,2200,0,1700,0,1
20000,1,2,2,31,-1,-1,-1,2,0,0,5380,184,5932,0,184,0,5924,2000,2451,0
80000,1,1,2,29,0,0,0,-2,-2,-2,58246,0,0,5000,0,0,0,0,0,0
230000,1,2,2,30,0,0,0,0,0,0,171861,161622,163329,10000,10000,8000,10000,7000,7000,0
200000,1,2,1,30,0,0,0,0,0,0,143266,116355,116296,6000,6000,5000,6000,3000,1611,1
520000,1,1,2,29,0,0,0,0,0,0,464541,280101,108330,15521,10423,7215,4012,3017,3028,0
400000,1,2,2,29,0,0,0,0,0,0,237425,246475,257510,8600,8000,9000,8200,8500,8500,1
30000,1,2,2,25,-2,-2,-2,-2,-2,-2,836,836,390,836,836,390,390,390,0,0
370000,1,1,2,31,0,0,0,0,0,0,35605,41576,47838,5000,3000,5000,5000,8000,10000,0
150000,1,2,1,31,-2,-2,-2,-2,-2,-2,500,0,650,15338,0,0,650,1430,1200,0
80000,1,2,2,26,1,2,0,0,0,-1,27897,23331,19664,0,1527,1500,540,2544,2789,1
430000,1,3,2,26,0,0,0,0,0,0,438795,437284,345499,18000,18000,16570,11803,10563,10000,0
20000,1,2,2,24,0,0,0,0,0,0,19498,14092,11198,2000,1254,1000,724,1000,1000,1
50000,1,2,2,27,0,0,0,0,0,0,49321,39421,41198,1700,2000,1700,1700,3400,1000,0
60000,1,2,2,24,2,2,2,0,0,0,48945,51255,52866,4549,0,2313,2044,2110,2500,1
360000,1,1,2,28,-2,-2,-2,-2,-1,-1,2988,2766,3373,2766,2766,2766,3373,5042,1000,0
280000,1,1,2,31,-2,-2,-2,-2,-2,-2,-1,-1,-1,0,0,82150,0,220,1124,0
360000,1,2,1,29,0,0,0,-1,0,0,18454,12932,82929,6028,6032,99578,2507,5376,2000,0
420000,1,1,1,32,0,0,0,0,0,0,60825,25056,24984,1407,1407,1332,963,877,1000,0
320000,1,1,2,31,-2,-2,-2,-2,-2,-2,4445,4000,1590,4984,4121,4012,1598,0,0,0
90000,1,2,1,31,0,0,0,0,-2,-2,5287,10360,0,2500,3000,0,0,0,0,0
360000,1,1,2,33,-1,-1,-1,-1,0,-1,5484,12004,13807,4317,12006,21810,0,2960,1810,1
70000,1,2,2,30,0,0,0,0,0,0,68668,67879,68264,2347,3182,3144,2600,2360,1300,0
50000,1,2,2,26,0,0,-1,-1,0,0,46008,195,8956,1007,1000,4226,5000,700,600,0
200000,1,3,1,30,0,0,0,0,0,0,141785,148103,151505,7000,7000,4000,4000,4000,4000,0
250000,1,1,2,31,-2,-2,-2,-2,-2,-2,0,7066,0,0,7066,145,0,0,2758,0
150000,1,1,2,33,-1,-1,-1,-1,-1,-1,1340,4290,1999,1815,4354,0,2009,10610,9855,0
350000,1,2,1,33,-1,-1,-1,-1,-1,0,694,10857,6344,10524,10916,12745,6344,22,7186,0
30000,1,2,1,32,0,0,0,0,-1,0,28729,16084,24621,2000,2000,2000,26100,1000,1100,0
200000,1,1,2,30,2,4,4,4,4,4,173639,179754,184570,7310,7459,7468,6275,3000,0,0
200000,1,1,2,32,0,0,0,-2,-2,-2,78284,0,0,5005,0,0,0,0,2842,0
150000,1,2,2,29,0,0,-1,-1,0,0,102802,6263,10824,12186,6263,6824,10000,10000,10000,0
190000,1,1,2,30,0,0,0,0,0,0,138429,144484,48776,4555,5058,6489,1602,1716,2286,0
340000,1,2,2,30,0,0,-1,-1,0,0,20865,3255,23207,2000,3255,57920,22659,2000,1000,0
360000,1,1,2,31,1,-1,-1,-1,-1,-2,0,3760,0,951,3760,752,0,0,0,0
280000,1,1,2,30,-1,-1,-1,-1,-1,-1,17913,5118,380,380,5118,380,380,380,380,0
30000,1,2,2,47,0,0,0,0,0,0,29119,29583,29066,1500,2019,1400,600,580,0,0
300000,1,3,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
220000,1,4,2,37,2,0,0,0,0,0,217638,211233,96213,7506,23007,7991,4191,719,409,0
80000,1,3,1,41,0,0,0,0,0,0,81070,58099,52519,2385,5028,21595,5541,1507,3062,0
30000,1,2,1,40,2,2,2,0,0,0,20801,22875,23739,3400,0,2000,1500,900,1038,1
40000,1,2,1,37,0,0,2,0,0,0,9608,11647,14903,3000,0,2000,2000,3000,2000,0
200000,1,2,2,29,0,0,2,2,2,2,145090,115836,122588,12000,0,10000,5000,0,6000,0
200000,1,2,2,30,0,0,0,0,0,2,83149,106808,122236,13550,13590,12356,12500,14013,4900,0
110000,1,1,2,29,-1,-1,0,0,0,0,750,72517,55600,71022,5000,5000,5000,22000,5000,0
100000,1,1,2,31,2,2,2,2,2,2,93975,96611,95602,3500,4000,4005,600,2400,2900,1
20000,1,2,1,34,2,-1,0,0,0,0,390,19499,780,18864,1329,1000,0,0,0,1
120000,1,3,1,46,0,0,0,0,0,0,104153,96298,89442,4500,4400,4040,3100,6600,3500,0
280000,1,2,1,37,0,0,0,0,0,0,85029,67680,62564,2625,2497,2914,1921,2001,1270,0
280000,1,2,2,30,0,0,0,0,0,0,29161,237367,198890,1282,233836,6935,5931,19157,5905,0
300000,1,2,2,42,1,-1,-1,2,2,-2,0,803,-712,159,803,8,387,0,0,0
420000,1,1,1,43,-2,-2,-2,-2,-2,-2,3542,2977,3624,3010,3035,3029,3637,3222,3025,0
80000,1,1,1,41,-1,-1,-1,-1,-1,-1,11688,10926,6127,8739,10926,3362,6127,25675,7606,0
360000,1,1,1,49,-1,-1,-1,-1,-1,0,1050,390,930,390,390,750,930,150,540,1
260000,1,4,1,37,0,0,0,0,0,0,9801,11930,14246,1485,1300,1229,1521,1728,1610,0
260000,1,2,1,32,-1,0,0,0,0,0,5227,14909,20012,5000,5000,5000,716,776,5000,0
110000,1,2,2,32,0,0,0,0,0,0,64651,67290,69552,2941,3026,3076,2638,2728,2742,0
400000,1,2,1,32,0,0,0,0,0,0,271974,138235,33340,100000,10007,3601,22000,35802,2013,0
20000,1,3,1,32,1,3,2,2,0,0,15598,16511,16190,0,2000,0,800,1000,1000,1
170000,1,1,1,35,0,0,0,0,0,2,136460,143695,154113,4800,6500,5500,10774,0,5500,0
70000,1,3,1,35,0,0,2,2,2,2,27915,31914,31574,3577,1700,1300,0,3000,1385,0
210000,1,1,1,39,-1,-1,-1,-1,-2,-2,840,610,0,1665,610,0,0,0,3514,0
10000,1,2,1,38,0,0,2,0,0,2,6798,7803,9527,1500,0,1100,1000,504,0,1
780000,1,1,1,48,0,0,0,0,0,0,171459,190663,184872,10000,15004,10000,8000,10028,7003,0
420000,1,1,2,35,0,0,0,0,0,0,413076,417086,287150,15048,16078,12638,50700,20014,10127,0
280000,1,3,1,44,0,0,0,0,0,0,295786,311081,151292,15000,10472,11334,10010,6000,200000,0
50000,1,3,2,46,-1,-1,-1,2,-1,-1,390,780,780,170,1000,0,780,40418,3170,0
50000,1,3,1,49,1,2,2,2,2,2,49206,50011,50337,3000,0,5000,2005,0,4000,1
60000,1,2,2,33,0,0,0,0,0,0,32961,31328,30237,1799,3000,1420,2000,1164,2000,0
20000,1,2,2,33,0,0,0,0,0,0,18330,18731,18980,1291,1324,1302,672,701,788,0
170000,1,2,1,35,2,2,2,2,2,2,148655,154850,165924,6000,8000,0,19172,0,12210,1
330000,1,2,1,48,-2,-2,-2,-2,-2,-2,6051,8952,2732,8387,8996,2745,2745,2745,2734,0
30000,1,1,1,37,1,2,2,0,0,2,20829,22043,24983,2500,0,2000,2000,1000,0,1
350000,1,1,1,42,2,-1,-1,-1,-1,-1,671,671,671,671,671,671,671,30727,821,1
290000,1,2,1,49,0,0,0,0,0,0,193650,125088,123518,4126,4304,4000,5000,4100,4500,0
50000,1,2,1,49,2,2,0,0,0,0,49943,47582,21867,0,2500,1300,2000,700,1000,1
20000,1,3,2,45,1,-1,-1,-1,-1,-2,0,0,0,780,0,780,0,0,0,0
30000,1,2,1,38,0,0,-1,-1,-1,-1,18526,5937,1680,1500,5937,5888,1680,0,0,1
50000,1,2,3,37,0,0,0,0,0,-1,50239,48381,8522,1799,2060,1014,170,17948,188,0
70000,1,3,2,39,0,0,0,0,0,0,63330,57774,50910,5024,5043,5000,5000,5000,5000,0
310000,1,1,1,33,1,2,0,0,0,0,232244,84865,45838,40,3959,2807,2000,3000,2000,0
220000,1,2,1,48,0,0,-1,0,0,2,2858,10417,7898,1000,10417,1061,525,0,313,0
360000,1,3,2,34,-1,-1,-1,-1,-1,-1,686,1937,1219,3821,1937,944,1219,2216,2000,0
140000,1,1,1,38,-1,-1,0,-1,-1,-1,1110,22984,3351,24633,10066,4457,3353,9038,0,0
200000,1,2,1,38,2,2,2,2,0,0,102272,105924,97090,5000,4500,0,3500,3500,9000,1
20000,1,2,1,42,0,0,0,0,2,2,14310,16706,18626,1600,1600,2100,1000,0,1500,1
290000,1,2,1,36,0,0,0,0,0,0,154923,323836,62375,6507,6400,4490,2000,2306,2912,0
300000,1,2,1,36,0,0,0,0,0,0,76382,167541,167974,115718,7905,6509,5874,6116,6300,0
200000,1,2,1,45,3,2,2,2,2,2,2500,2500,2500,0,0,0,0,0,0,1
150000,1,1,2,32,0,0,0,0,0,0,76215,58228,35807,22365,10000,3993,15838,10000,7780,0
240000,1,2,2,39,0,0,0,0,0,0,177795,161691,132478,8576,8200,9009,5000,10500,0,0
450000,1,2,2,32,0,0,0,0,0,0,166295,234421,240016,5771,90000,10517,8801,8265,9000,0
20000,1,2,2,32,0,0,0,0,0,0,15121,15468,11303,1700,1488,1172,393,415,616,0
50000,1,3,1,45,4,3,2,0,0,0,50419,48268,49475,0,0,2000,1000,1000,2000,1
190000,1,2,1,33,0,0,0,0,0,-2,98814,105230,-93,5000,5361,1000,0,0,0,1
390000,1,1,1,41,0,0,0,0,0,0,250490,204333,199355,9506,8000,7500,7500,7500,7100,0
90000,1,1,2,36,-1,0,0,0,0,0,91111,97541,78285,9400,27000,3000,2680,52930,3400,0
120000,1,2,1,39,0,0,0,2,2,2,93673,101562,89867,4375,8485,524,6004,5,3073,0
210000,1,1,2,33,-1,-1,-1,-1,-1,-1,396,396,1911,396,396,396,1911,396,396,0
500000,1,2,1,41,0,0,0,0,0,0,478623,239921,47774,14000,12800,4300,3063,3600,3100,0
320000,1,1,1,40,-1,-1,-1,-1,-1,0,22155,33968,232017,10908,34151,86466,232242,3199,7500,0
210000,1,1,2,39,-1,-1,-1,0,0,0,22861,61813,63483,6536,72037,5015,12000,5000,5000,0
90000,1,2,2,38,2,0,0,0,0,0,89094,86181,66572,3000,4500,3500,2500,3500,3000,1
100000,1,2,2,34,1,-2,-2,-2,-1,-1,-342,-342,1158,0,0,0,1500,1500,0,0
360000,1,2,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
40000,1,2,3,37,0,0,0,0,2,0,20774,22807,24292,1355,1384,2570,0,899,2006,0
80000,1,1,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
300000,1,1,2,34,1,-1,-1,-1,-1,0,2915,3397,5363,1813,3555,4024,5363,0,500,0
130000,1,3,1,43,-1,-1,-1,-1,-1,-1,1261,0,13161,1705,817,1261,13161,390,390,0
480000,1,1,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
320000,1,2,1,39,0,0,-1,-1,0,0,310243,189018,258800,0,189018,132846,130400,193800,45313,0
330000,1,3,1,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
70000,2,1,2,38,0,0,0,0,0,0,63455,56062,42308,2057,2322,1631,2942,1783,1723,0
240000,1,2,2,46,0,0,0,0,0,0,262206,256740,127177,9200,12000,5700,3200,1200,1000,1
210000,1,3,2,32,0,0,0,0,0,0,204157,206043,52712,10059,10120,8256,5000,4036,153904,0
50000,1,2,1,47,-1,-1,-1,2,0,-1,390,780,390,390,780,390,0,390,0,0
50000,1,1,1,39,-1,-1,-1,-1,-1,-1,8086,16653,3424,21012,16653,9354,3424,13176,10868,0
30000,1,2,1,38,0,0,0,0,0,0,17085,22978,24994,5000,5200,3078,5000,3000,5000,0
310000,1,2,1,38,-1,-1,-1,-1,-1,-1,23285,0,4836,1058,142,1312,4836,11795,0,0
230000,1,4,2,40,2,2,2,0,0,0,119730,111819,92122,5000,0,3700,3986,2900,1057,0
170000,1,2,1,39,0,0,0,0,0,0,91289,64374,60750,2486,2430,2224,1957,1917,3000,0
180000,1,2,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
330000,1,1,1,49,-2,-2,-2,-2,-2,-2,5813,3775,0,65,3775,1590,0,2130,7700,0
170000,1,1,1,34,0,0,0,0,0,0,53145,45987,29141,2005,2000,1514,1006,1000,220,0
160000,1,1,2,33,2,2,2,2,2,2,101430,106719,108326,5000,6000,4000,4100,4200,4200,0
50000,1,2,2,32,0,0,3,2,2,2,15276,19205,19697,4800,0,0,1700,1000,0,1
60000,1,2,2,33,0,0,0,0,0,-1,56221,58446,-632,3000,3000,3000,0,16000,1000,0
500000,1,3,1,49,-1,-1,-1,-1,-1,-1,12536,35031,7347,28023,35477,42360,7387,153532,15603,0
230000,1,1,1,44,1,-1,-1,0,-1,-1,-213,22049,8035,5000,22068,2014,9000,10766,7721,0
180000,1,1,1,38,1,-2,-1,-1,-2,-1,-47,470,0,0,517,0,0,800,0,0
320000,1,1,1,40,-1,-1,-1,-1,-1,-1,8240,8240,15273,8240,8240,8240,15273,16106,9690,0
490000,1,1,1,39,0,0,-1,-1,0,0,189460,2310,296319,16405,2324,25053,280695,17398,160111,0
210000,1,4,1,43,0,0,0,0,0,0,197743,208690,48724,7500,10000,9085,1744,1804,1816,0
50000,1,2,1,33,0,0,0,0,0,0,22384,9199,6753,1320,2000,1284,264,109,390,1
160000,1,3,1,33,0,0,0,0,-2,-2,25058,16280,0,1344,1000,0,0,0,0,0
80000,1,4,1,41,0,0,0,0,0,-1,165578,133017,3272,4351,3520,1000,3272,11766,1740,1
220000,1,1,1,49,-1,-1,-1,-1,-1,-1,1410,1386,6160,580,1386,0,6174,1307,1341,0
20000,1,2,1,46,-1,2,0,0,0,0,7544,8215,10280,0,1215,1200,1280,6000,0,1
200000,1,1,1,49,2,-1,-1,-1,-1,0,416,416,832,416,416,0,1248,0,416,0
300000,1,3,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
20000,1,3,1,36,3,2,2,3,3,3,1050,1050,1050,0,0,0,0,0,0,1
180000,1,1,2,32,1,-1,-1,-2,-2,-2,0,-35,-335,144,0,0,0,0,0,0
200000,1,3,2,33,-2,-2,-2,-2,-1,-1,2810,1981,5382,7149,2059,3978,5403,0,0,0
140000,1,2,1,38,2,2,2,2,2,2,53797,56128,55796,2700,2600,2100,600,1500,4545,1
150000,1,1,2,36,-1,-1,-1,-1,-1,0,5856,99,2928,4914,99,45,2982,0,993,0
160000,1,4,1,40,0,0,0,0,0,0,19978,28350,36100,10000,5002,5000,14400,10000,4000,0
160000,1,2,2,32,0,0,0,0,-1,0,163695,115096,152837,7000,5400,4082,163107,5668,5958,0
200000,1,1,1,34,-2,-2,-2,-2,-2,-2,466,4006,2357,1242,4034,945,2366,2947,1143,0
20000,1,3,2,49,1,2,2,-1,0,0,19481,-3744,17250,0,0,21200,345,0,0,1
260000,1,2,2,32,1,-2,-2,-2,-1,-1,3581,-9,999,0,0,1944,999,0,0,0
260000,1,2,2,32,-1,-1,-1,-1,-1,-1,1198,1198,1198,1198,1198,1198,1198,1198,1198,1
620000,1,2,1,42,0,0,0,0,0,0,75509,59306,61467,3500,2500,2500,2300,3000,2500,0
50000,1,1,1,37,0,0,0,0,0,0,37603,39949,25517,2000,2200,1400,1000,1000,1000,1
20000,1,2,1,32,-1,-1,-1,-1,-1,-1,390,390,780,390,390,0,780,0,0,0
190000,1,2,2,32,0,0,0,2,0,0,6415,10060,11197,2000,2000,1000,1000,1000,1000,0
30000,1,2,1,38,1,2,0,0,0,2,24305,24346,26987,0,1410,1423,2051,0,2000,1
160000,1,3,1,38,-1,-1,-1,-1,0,-1,6763,3107,2474,1651,3107,4187,0,192,5510,0
360000,1,2,1,40,-1,-1,-2,-1,-1,-1,12663,0,6447,0,0,2455,6447,0,0,0
20000,1,2,2,44,0,0,0,-1,-1,-1,19157,18768,390,1500,1768,1261,390,390,390,0
150000,1,3,2,42,0,0,0,0,0,0,49728,47449,48051,5000,6000,3000,1700,2000,2000,0
400000,1,1,1,38,-1,-1,-1,-1,-1,-1,1751,2026,8526,7046,2026,8686,8526,4041,9511,0
80000,1,3,1,43,1,-2,-2,-2,-2,-1,0,0,0,0,0,0,0,2060,0,0
260000,1,1,1,34,-2,-2,-2,-2,-2,-2,-40,-40,-8,0,0,8157,0,0,1673,0
500000,1,2,1,38,-1,-1,-1,-1,0,-1,6178,2122,3340,829,2133,34313,17,24875,839,0
240000,1,2,1,34,0,0,0,0,0,0,242805,240535,191520,10000,11000,9248,8005,8000,8000,0
50000,1,2,1,37,2,0,0,0,0,0,49444,49326,19665,2306,2155,1086,19001,906,1500,0
10000,1,2,1,36,2,0,0,0,0,0,9075,9582,9691,2000,1300,1200,1000,1000,569,0
50000,1,1,1,47,1,-2,-1,-1,-2,-2,0,1708,0,0,1708,0,0,0,0,0
150000,1,2,1,41,0,0,0,0,0,0,140172,141411,147159,5507,4007,5001,5003,6001,5000,0
150000,1,1,1,40,-2,-1,-1,-1,0,0,0,1003,36003,1003,1003,35206,2000,18158,189000,0
130000,1,3,2,30,0,0,0,-1,-1,-1,29344,6186,1680,1107,3025,707,1680,0,0,0
120000,1,2,2,37,1,2,0,0,0,0,21786,23763,25641,1000,2000,2000,1000,1000,1000,0
50000,1,3,2,39,0,0,0,0,0,0,39753,41342,41182,2000,2000,2000,1600,2000,2000,1
160000,1,1,1,41,1,2,0,0,0,0,63446,65439,67628,1699,2960,3007,2573,2600,3008,0
70000,1,2,2,39,0,0,0,0,0,0,120766,41549,31071,4000,2000,1500,1200,1500,1500,1
380000,1,1,2,40,0,0,0,0,0,0,245069,257028,269786,12000,10600,15000,9800,10000,10000,0
280000,1,1,2,47,-2,-2,-2,-2,-2,-2,2180,4250,5507,251,4250,1000,5507,5348,433,0
50000,1,3,1,39,0,0,-2,-2,-2,-2,51400,0,0,0,0,0,0,0,0,1
30000,1,2,1,35,0,0,0,2,0,0,8348,12702,12701,1476,3500,0,1000,1500,0,1
260000,1,1,2,37,-2,-2,-2,-2,-2,-2,256,188,217,188,188,198,217,1825,198,0
210000,1,2,2,35,0,0,0,0,0,0,131956,139089,143649,5000,6507,5200,5500,5500,5510,0
320000,1,1,2,32,-1,-1,-1,0,-1,-1,1043,20012,1082,0,20012,15000,1082,8807,787,0
480000,1,1,1,41,0,0,0,-1,-1,-1,76750,127402,5155,30000,30000,9398,5155,4101,14254,0
80000,1,1,1,42,1,2,2,2,2,2,45619,47522,47442,2000,2000,2000,0,4000,0,0
100000,1,2,2,43,0,0,0,2,0,0,42529,46628,46486,1703,3805,0,1663,1719,1728,0
70000,1,1,2,31,0,0,0,0,0,0,47873,55961,64694,6000,5000,10000,3000,5000,3000,0
300000,1,1,0,37,-1,-1,-1,-1,0,0,298,179,497,752,179,1579,1,0,1246,0
150000,1,1,2,48,0,0,0,-1,-1,-1,104320,73465,10000,2433,1786,10000,10000,10000,0,0
140000,1,1,3,41,0,0,0,0,0,0,130138,135494,130812,4756,4912,3781,2500,3000,2700,1
360000,1,1,1,39,-1,-1,-1,-1,-1,0,30956,42791,30693,30818,42887,31839,30693,3,30899,0
500000,1,3,1,47,-1,-1,-1,-1,-1,-1,18033,13202,12585,8783,13357,16600,12585,14287,25793,0
320000,1,2,2,36,2,0,0,2,0,0,283743,302561,275361,12013,21041,1514,9122,9518,9209,1
190000,1,1,1,44,-1,-1,2,2,-2,-2,231,3190,0,3190,0,0,0,0,0,0
50000,1,3,1,49,0,0,0,0,-2,-2,18139,10000,0,1198,1000,0,0,0,0,1
50000,1,2,2,38,0,0,0,0,0,0,52711,48540,18184,1769,2007,1822,651,700,1000,1
290000,1,1,2,31,0,0,0,0,0,0,124626,113494,80295,3900,4864,5000,2792,3000,2642,0
110000,1,4,1,36,0,0,0,0,0,0,58949,61329,63112,3000,3000,3000,2500,3000,2500,0
210000,1,2,2,31,0,0,0,0,0,0,189650,93208,84175,5000,4200,3100,3000,3100,3000,0
20000,1,3,2,32,1,2,0,0,0,0,20450,18967,18187,0,1700,1300,651,674,756,1
90000,1,3,1,35,0,0,0,0,0,0,86821,73515,23500,4000,4000,3000,0,0,0,0
120000,1,2,2,36,-1,-1,2,2,-2,-2,66,259,-391,843,0,66,325,325,325,0
20000,1,2,1,46,3,2,2,2,0,0,7283,11208,6704,0,4500,0,1000,2000,3000,1
270000,1,2,2,31,0,0,2,2,2,2,21129,16911,13907,1697,2500,0,1000,0,2000,0
190000,1,2,2,41,0,0,0,0,0,0,33798,36064,38237,2000,2000,2000,2000,2000,2000,0
200000,1,3,2,33,-2,-2,-2,-2,-2,-2,655,880,0,270,880,0,0,0,0,0
340000,1,2,1,35,0,0,0,0,0,0,38214,40747,43397,1500,2000,2000,2000,2000,2000,0
310000,1,1,2,33,-1,-1,-1,-1,-1,-1,10878,990,1715,12910,990,0,1715,11936,277,0
180000,1,3,1,30,-1,0,0,0,0,0,56951,58994,61389,2100,2150,2200,2500,3000,1000,0
80000,1,2,2,32,0,0,0,0,0,0,78239,81767,36895,4500,5009,5000,2000,4000,1500,1
510000,1,3,2,31,1,-1,0,0,0,0,0,17023,7271,14370,3500,2500,1380,2380,3000,1
200000,1,1,1,44,0,0,0,0,0,0,75811,79418,81297,4001,3501,3501,3001,4001,4001,0
100000,1,1,2,36,0,0,0,-1,-1,2,15585,8186,10880,5000,5000,1127,10143,0,7000,0
150000,1,2,2,35,0,0,0,-1,-1,-1,4301,12865,1095,4000,5064,821,1100,1393,3796,1
400000,1,2,1,35,0,0,0,0,-1,0,212647,129580,49106,6000,9353,10000,49106,2000,2000,0
130000,1,2,1,44,1,2,2,2,2,2,5230,7898,46431,0,3000,0,40200,0,780,1
420000,1,2,1,35,-1,-1,-1,-1,-1,-1,9288,28690,3539,17095,28824,13367,3547,2936,9580,0
340000,1,1,2,49,-1,-1,-1,-1,-1,-1,1190,390,2140,2988,390,1489,2140,1190,1190,0
200000,1,1,1,36,-1,-1,-1,-1,-1,-1,1990,4078,3849,1186,4092,3000,3849,4479,8120,0
420000,1,2,1,32,0,0,2,2,-2,-2,203843,800,0,3200,0,0,0,0,0,0
50000,1,1,2,34,-1,-1,-1,0,0,0,27465,47444,43719,24125,60003,5000,30000,34000,0,0
280000,1,1,2,31,0,0,0,0,0,0,148186,153762,143679,5000,5006,4408,4117,4600,4600,0
280000,1,1,2,31,2,0,0,-1,0,0,278510,0,193313,6996,0,189841,6022,6078,5300,1
60000,1,3,1,46,0,0,0,0,0,0,56869,54398,19085,2110,2131,2010,1000,1000,1000,0
360000,1,1,1,33,-1,-1,-1,-1,-1,-1,2040,1228,2153,897,1234,749,2163,308,298,0
220000,1,2,2,31,1,2,0,0,0,0,224244,179645,82058,0,6800,6640,4100,1100,0,1
20000,1,2,2,38,0,0,0,0,0,0,16465,18877,19800,3000,1473,1200,396,0,0,0
160000,1,1,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
20000,1,3,2,48,-1,-1,-2,-1,-1,-1,170,-610,0,0,0,1390,0,20773,400,0
180000,1,2,1,33,-2,-2,-2,-2,-2,-2,3187,264,1385,3198,264,7373,1385,7880,0,0
500000,1,1,2,33,0,0,0,0,0,0,28498,29717,6174,5000,5000,8006,2,2021,7726,0
